Player,Pos,Pts,Team,Status,Salary,Bid
Yakov Trenin,F,27,UFA,0,0,0.5
Yegor Chinakhov,F,27,SRL,MINOR,0.5,0.5
Alexander Romanov,D,26,LGN,START,0.5,0.5
Cole Guttman,F,26,UFA,0,0,0.5
Conor Timmins,D,26,SRL,MINOR,0.5,0.5
Esa Lindell,D,26,UFA,0,0,0.5
Jack Drury,F,26,BOT,MINOR,0.5,0.5
Jake Evans,F,26,UFA,0,0,0.5
John Marino,D,26,UFA,0,0,0.5
Klim Kostin,F,26,UFA,0,0,0.5
Marcus Pettersson,D,26,UFA,0,0,0.5
Michael Amadio,F,26,UFA,0,0,0.5
Nate Schmidt,D,26,UFA,0,0,0.5
Nic Dowd,F,26,UFA,0,0,0.5
Nick Jensen,D,26,UFA,0,0,0.5
Nick Perbix,D,26,UFA,0,0,0.5
Nils Lundkvist,D,26,SRL,MINOR,0.5,0.5
Oliver Kylington,D,26,UFA,0,0,0.5
Oskar Sundqvist,F,26,UFA,0,0,0.5
Petr Mrazek,G,26,UFA,0,0,0.5
Sammy Blais,F,26,UFA,0,0,0.5
Tyler Johnson,F,26,UFA,0,0,0.5
Braden Schneider,D,25,UFA,0,0,0.5
Corey Perry,F,25,UFA,0,0,0.5
Dylan Demelo,D,25,UFA,0,0,0.5
Jake Walman,D,25,UFA,0,0,0.5
Jakob Silfverberg,F,25,UFA,0,0,0.5
Jonas Johansson,G,25,UFA,0,0,0.5
Jordan Martinook,F,25,UFA,0,0,0.5
Mark Giordano,D,25,UFA,0,0,0.5
Max Jones,F,25,UFA,0,0,0.5
Michael Eyssimont,F,25,UFA,0,0,0.5
Ryan Graves,D,25,UFA,0,0,0.5
Scott Perunovich,D,25,RFA,0,0,0.5
Spencer Knight,G,25,GVR,MINOR,0.5,0.5
Tanner Pearson,F,25,UFA,0,0,0.5
Dustin Wolf,G,24,BOT,MINOR,0.5,0.5
Henri Jokiharju,D,24,UFA,0,0,0.5
Joe Veleno,F,24,VPP,MINOR,0.5,0.5
Lars Eller,F,24,UFA,0,0,0.5
Luke Kunin,F,24,UFA,0,0,0.5
Mattias Janmark,F,24,UFA,0,0,0.5
Nick Leddy,D,24,UFA,0,0,0.5
Sam Steel,F,24,UFA,0,0,0.5
Sean Kuraly,F,24,UFA,0,0,0.5
Thomas Harley,D,24,MAC,MINOR,0.5,0.5
Aliaksei Protas,F,23,UFA,0,0,0.5
Brian Dumoulin,D,23,UFA,0,0,0.5
Dante Fabbro,D,23,UFA,0,0,0.5
Denis Gurianov,F,23,UFA,0,0,0.5
Erik Gustafsson,D,23,UFA,0,0,0.5
Filip Zadina,F,23,VPP,MINOR,0.9,0.5
Garnet Hathaway,F,23,UFA,0,0,0.5
Jamie Oleksiak,D,23,UFA,0,0,0.5
Jonas Brodin,D,23,UFA,0,0,0.5
Martin Fehervary,D,23,UFA,0,0,0.5
Morgan Barron,F,23,UFA,0,0,0.5
Ryan Lomberg,F,23,UFA,0,0,0.5
Scott Wedgewood,G,23,UFA,0,0,0.5
Semyon Varlamov,G,23,UFA,0,0,0.5
Tyson Jost,F,23,UFA,0,0,0.5
A.J. Greer,F,22,UFA,0,0,0.5
Brendan Gallagher,F,22,UFA,0,0,0.5
Brenden Dillon,D,22,UFA,0,0,0.5
Cal Petersen,G,22,BOT,START,0.5,0.5
Cody Ceci,D,22,UFA,0,0,0.5
Dakota Joshua,F,22,UFA,0,0,0.5
Dan Vladar,G,22,UFA,0,0,0.5
Jimmy Vesey,F,22,UFA,0,0,0.5
Joel Armia,F,22,UFA,0,0,0.5
Jordan Greenway,F,22,UFA,0,0,0.5
Justin Holl,D,22,UFA,0,0,0.5
Keegan Kolesar,F,22,UFA,0,0,0.5
Mikey Anderson,D,22,UFA,0,0,0.5
Nick Foligno,F,22,UFA,0,0,0.5
Nicolas Hague,D,22,UFA,0,0,0.5
Nikita Alexandrov,F,22,UFA,0,0,0.5
Radek Faksa,F,22,UFA,0,0,0.5
Rasmus Kupari,F,22,UFA,0,0,0.5
Rasmus Ristolainen,D,22,UFA,0,0,0.5
Ryan McDonagh,D,22,UFA,0,0,0.5
Scott Mayfield,D,22,UFA,0,0,0.5
Teddy Blueger,F,22,UFA,0,0,0.5
Alex Nylander,F,21,UFA,0,0,0.5
Arvid Soderblom,G,21,UFA,0,0,0.5
Brandt Clarke,D,21,SRL,MINOR,0.5,0.5
Brett Howden,F,21,UFA,0,0,0.5
Brock McGinn,F,21,UFA,0,0,0.5
Carl Grundstrom,F,21,UFA,0,0,0.5
Connor Ingram,G,21,UFA,0,0,0.5
David Jiricek,D,21,SRL,MINOR,0.5,0.5
David Savard,D,21,UFA,0,0,0.5
Dmitry Kulikov,D,21,UFA,0,0,0.5
Dylan Holloway,F,21,GVR,MINOR,0.7,0.5
Egor Zamula,D,21,UFA,0,0,0.5
Erik Johnson,D,21,UFA,0,0,0.5
Ian Mitchell,D,21,UFA,0,0,0.5
Jacob Peterson,F,21,UFA,0,0,0.5
Jake McCabe,D,21,UFA,0,0,0.5
Jake Neighbours,F,21,LPT,MINOR,0.5,0.5
Jonas Siegenthaler,D,21,UFA,0,0,0.5
Lassi Thomson,D,21,UFA,0,0,0.5
Matt Benning,D,21,UFA,0,0,0.5
Matt Nieto,F,21,UFA,0,0,0.5
Nathan Bastian,F,21,UFA,0,0,0.5
Nicholas Robertson,F,21,GVR,MINOR,0.5,0.5
Nils Aman,F,21,UFA,0,0,0.5
Oskar Lindblom,F,21,UFA,0,0,0.5
Pavel Mintyukov,D,21,ZSK,MINOR,0.5,0.5
Trevor van Riemsdyk,D,21,UFA,0,0,0.5
Will Borgen,D,21,UFA,0,0,0.5
Alex Barre-Boulet,F,20,UFA,0,0,0.5
Ben Chiarot,D,20,UFA,0,0,0.5
Carson Soucy,D,20,UFA,0,0,0.5
Darren Raddysh,D,20,UFA,0,0,0.5
Erik Cernak,D,20,UFA,0,0,0.5
Fredrik Olofsson,F,20,UFA,0,0,0.5
Kiefer Sherwood,F,20,UFA,0,0,0.5
Magnus Hellberg,G,20,UFA,0,0,0.5
Nicolas Aube-Kubel,F,20,UFA,0,0,0.5
Pierre-Olivier Joseph,D,20,UFA,0,0,0.5
Sean Walker,D,20,UFA,0,0,0.5
Wyatt Kaiser,D,20,ENT,0,0,0.5
Alex Stalock,G,19,UFA,0,0,0.5
Alexandre Carrier,D,19,UFA,0,0,0.5
Brayden McNabb,D,19,UFA,0,0,0.5
Casey Cizikas,F,19,UFA,0,0,0.5
Chris Tanev,D,19,UFA,0,0,0.5
Drew O`Connor,F,19,UFA,0,0,0.5
Gabriel Fortier,F,19,UFA,0,0,0.5
Jake Middleton,D,19,UFA,0,0,0.5
Joey Anderson,F,19,UFA,0,0,0.5
Jordan Harris,D,19,UFA,0,0,0.5
Josh Mahura,D,19,UFA,0,0,0.5
Justin Danforth,F,19,UFA,0,0,0.5
Kevin Stenlund,F,19,UFA,0,0,0.5
Lias Andersson,F,19,MAC,MINOR,0.5,0.5
Luke Schenn,D,19,UFA,0,0,0.5
Mario Ferraro,D,19,UFA,0,0,0.5
Nick Bonino,F,19,UFA,0,0,0.5
Nikita Zadorov,D,19,UFA,0,0,0.5
Noel Acciari,F,19,UFA,0,0,0.5
Nolan Foote,F,19,UFA,0,0,0.5
Ryan Lindgren,D,19,UFA,0,0,0.5
Ryan Poehling,F,19,MAC,MINOR,0.5,0.5
Ryan Suter,D,19,UFA,0,0,0.5
Tyler Myers,D,19,UFA,0,0,0.5
Victor Soderstrom,D,19,UFA,0,0,0.5
Zemgus Girgensons,F,19,UFA,0,0,0.5
Alexey Toropchenko,F,18,UFA,0,0,0.5
Andrew Peeke,D,18,UFA,0,0,0.5
Artem Zub,D,18,UFA,0,0,0.5
Ben Meyers,F,18,UFA,0,0,0.5
Brandon Carlo,D,18,UFA,0,0,0.5
Caleb Jones,D,18,UFA,0,0,0.5
Charlie Lindgren,G,18,UFA,0,0,0.5
Connor Clifton,D,18,UFA,0,0,0.5
Connor Dewar,F,18,UFA,0,0,0.5
Derek Ryan,F,18,UFA,0,0,0.5
Milan Lucic,F,18,UFA,0,0,0.5
Olli Maatta,D,18,UFA,0,0,0.5
Steven Lorentz,F,18,UFA,0,0,0.5
Tomas Nosek,F,18,UFA,0,0,0.5
Wade Allison,F,18,UFA,0,0,0.5
Alexander Holtz,F,17,GVR,MINOR,0.7,0.5
Anthony Stolarz,G,17,UFA,0,0,0.5
Arber Xhekaj,D,17,UFA,0,0,0.5
Brandon Duhaime,F,17,UFA,0,0,0.5
Colin Miller,D,17,UFA,0,0,0.5
Craig Smith,F,17,UFA,0,0,0.5
Ian Cole,D,17,UFA,0,0,0.5
Jacob MacDonald,D,17,UFA,0,0,0.5
Jake Bean,D,17,UFA,0,0,0.5
Jan Jenik,F,17,BOT,MINOR,0.5,0.5
Jani Hakanpaa,D,17,UFA,0,0,0.5
Jaret Anderson-Dolan,F,17,UFA,0,0,0.5
Josh Manson,D,17,UFA,0,0,0.5
Matt Dumba,D,17,UFA,0,0,0.5
Mattias Samuelsson,D,17,UFA,0,0,0.5
Pat Maroon,F,17,UFA,0,0,0.5
Radko Gudas,D,17,UFA,0,0,0.5
Ridly Greig,F,17,UFA,0,0,0.5
Andrew Cogliano,F,16,UFA,0,0,0.5
Axel Jonsson-Fjallby,F,16,UFA,0,0,0.5
Boris Katchouk,F,16,UFA,0,0,0.5
Brett Kulak,D,16,UFA,0,0,0.5
Brock Faber,D,16,ENT,0,0,0.5
Connor McMichael,F,16,GVR,MINOR,0.5,0.5
David Rittich,G,16,UFA,0,0,0.5
Grigori Denisenko,F,16,BOT,MINOR,0.5,0.5
Gustav Lindstrom,D,16,UFA,0,0,0.5
Ilya Lyubushkin,D,16,UFA,0,0,0.5
Jon Merrill,D,16,UFA,0,0,0.5
Jonathan Quick,G,16,UFA,0,0,0.5
Julien Gauthier,F,16,UFA,0,0,0.5
Marc-Edouard Vlasic,D,16,UFA,0,0,0.5
Matthew Phillips,F,16,UFA,0,0,0.5
Nick Blankenburg,D,16,UFA,0,0,0.5
Philip Broberg,D,16,UFA,0,0,0.5
Pontus Holmberg,F,16,UFA,0,0,0.5
Rasmus Asplund,F,16,UFA,0,0,0.5
T.J. Brodie,D,16,UFA,0,0,0.5
Travis Hamonic,D,16,UFA,0,0,0.5
Trevor Lewis,F,16,UFA,0,0,0.5
Valtteri Puustinen,F,16,UFA,0,0,0.5
Alex Vlasic,D,15,UFA,0,0,0.5
Alexander Alexeyev,D,15,UFA,0,0,0.5
Bobby Brink,F,15,GVR,MINOR,0.5,0.5
David Gustafsson,F,15,UFA,0,0,0.5
Derek Forbort,D,15,UFA,0,0,0.5
Gavin Bayreuther,D,15,UFA,0,0,0.5
Joel Edmundson,D,15,UFA,0,0,0.5
Mark Jankowski,F,15,UFA,0,0,0.5
Nicolas Beaudin,D,15,UFA,0,0,0.5
Paul Cotter,F,15,UFA,0,0,0.5
Simon Edvinsson,D,15,LGN,MINOR,0.5,0.5
Alec Martinez,D,14,UFA,0,0,0.5
Connor Murphy,D,14,UFA,0,0,0.5
Egor Afanasyev,F,14,UFA,0,0,0.5
Jaxson Stauber,G,14,UFA,0,0,0.5
Jeremy Lauzon,D,14,UFA,0,0,0.5
Johnathan Kovacevic,D,14,UFA,0,0,0.5
Laurent Brossoit,G,14,UFA,0,0,0.5
Logan Stanley,D,14,UFA,0,0,0.5
Mackenzie Blackwood,G,14,UFA,0,0,0.5
Mathieu Olivier,F,14,UFA,0,0,0.5
Niko Mikkola,D,14,UFA,0,0,0.5
Nikolai Knyzhov,D,14,UFA,0,0,0.5
Philippe Myers,D,14,UFA,0,0,0.5
Robin Salo,D,14,UFA,0,0,0.5
Spencer Martin,G,14,UFA,0,0,0.5
Zach Whitecloud,D,14,UFA,0,0,0.5
Adam Beckman,F,13,UFA,0,0,0.5
Brendan Lemieux,F,13,UFA,0,0,0.5
Cal Clutterbuck,F,13,UFA,0,0,0.5
Calvin de Haan,D,13,UFA,0,0,0.5
Isac Lundestrom,F,13,UFA,0,0,0.5
Jack Rathbone,D,13,UFA,0,0,0.5
Jacob Bryson,D,13,UFA,0,0,0.5
Kevin Bahl,D,13,UFA,0,0,0.5
Lukas Rousek,F,13,UFA,0,0,0.5
Marc Staal,D,13,UFA,0,0,0.5
Matt Martin,F,13,UFA,0,0,0.5
Nicolas Deslauriers,F,13,UFA,0,0,0.5
Patrick Brown,F,13,UFA,0,0,0.5
Tobias Bjornfot,D,13,UFA,0,0,0.5
Vasily Podkolzin,F,13,BOT,MINOR,0.5,0.5
Vincent Desharnais,D,13,UFA,0,0,0.5
Walker Duehr,F,13,UFA,0,0,0.5
Zac Jones,D,13,UFA,0,0,0.5
Alex Nedeljkovic,G,12,UFA,0,0,0.5
Dylan Samberg,D,12,UFA,0,0,0.5
Jalen Chatfield,D,12,UFA,0,0,0.5
Jordan Spence,D,12,UFA,0,0,0.5
Kevin Lankinen,G,12,UFA,0,0,0.5
Mark Kastelic,F,12,UFA,0,0,0.5
Martin Jones,G,12,UFA,0,0,0.5
Nathan Walker,F,12,UFA,0,0,0.5
Nick Seeler,D,12,UFA,0,0,0.5
Ryan Reaves,F,12,UFA,0,0,0.5
Simon Holmstrom,F,12,UFA,0,0,0.5
Simon Nemec,D,12,SRL,MINOR,0.8,0.5
Zack MacEwen,F,12,UFA,0,0,0.5
Ben Hutton,D,11,UFA,0,0,0.5
Benoit-Olivier Groulx,F,11,UFA,0,0,0.5
Daniil Miromanov,D,11,UFA,0,0,0.5
Filip Roos,D,11,UFA,0,0,0.5
Jack Studnicka,F,11,UFA,0,0,0.5
Jacob Bernard-Docker,D,11,UFA,0,0,0.5
Jarred Tinordi,D,11,UFA,0,0,0.5
Jean-Luc Foudy,F,11,ENT,0,0,0.5
Josh Archibald,F,11,UFA,0,0,0.5
Michael Carcone,F,11,UFA,0,0,0.5
Nikita Zaitsev,D,11,UFA,0,0,0.5
Pierre-Edouard Bellemare,F,11,UFA,0,0,0.5
Robert Hagg,D,11,UFA,0,0,0.5
Sam Carrick,F,11,UFA,0,0,0.5
Thomas Bordeleau,F,11,ZSK,MINOR,0.5,0.5
Troy Stecher,D,11,UFA,0,0,0.5
Cal Foote,D,10,MAC,MINOR,0.5,0.5
Cole Smith,F,10,UFA,0,0,0.5
Devon Levi,G,10,GVR,MINOR,0.5,0.5
Erik Gudbranson,D,10,UFA,0,0,0.5
Jan Rutta,D,10,UFA,0,0,0.5
Karson Kuhlman,F,10,UFA,0,0,0.5
Liam Foudy,F,10,UFA,0,0,0.5
Logan Brown,F,10,UFA,0,0,0.5
Mackenzie Entwistle,F,10,UFA,0,0,0.5
Reese Johnson,F,10,UFA,0,0,0.5
Samuel Bolduc,D,10,UFA,0,0,0.5
Zachary Bolduc,F,10,LGN,MINOR,0.5,0.5
Alex Goligoski,D,9,UFA,0,0,0.5
Andreas Johnsson,F,9,UFA,0,0,0.5
Brad Hunt,D,9,UFA,0,0,0.5
Chris Wideman,D,9,UFA,0,0,0.5
Curtis Lazar,F,9,UFA,0,0,0.5
Henry Thrun,D,9,ENT,0,0,0.5
Jordan Oesterle,D,9,UFA,0,0,0.5
Kole Lind,F,9,UFA,0,0,0.5
Linus Karlsson,F,9,UFA,0,0,0.5
Luke Glendening,F,9,UFA,0,0,0.5
Michael Pezzetta,F,9,UFA,0,0,0.5
Parker Kelly,F,9,UFA,0,0,0.5
Raphael Lavoie,F,9,ENT,0,0,0.5
Sheldon Dries,F,9,UFA,0,0,0.5
Tanner Laczynski,F,9,UFA,0,0,0.5
Tye Kartye,F,9,UFA,0,0,0.5
Tyler Tucker,D,9,UFA,0,0,0.5
Ben Jones,F,8,UFA,0,0,0.5
Colin Blackwell,F,8,UFA,0,0,0.5
Connor Zary,F,8,SRL,MINOR,0.5,0.5
Daniil Gushchin,F,8,ENT,0,0,0.5
Dylan Gambrell,F,8,UFA,0,0,0.5
Eetu Makiniemi,G,8,UFA,0,0,0.5
Elmer Soderblom,F,8,UFA,0,0,0.5
Jakub Zboril,D,8,UFA,0,0,0.5
Josh Brown,D,8,UFA,0,0,0.5
Liam O`Brien,F,8,UFA,0,0,0.5
Marco Scandella,D,8,UFA,0,0,0.5
Mike Reilly,D,8,UFA,0,0,0.5
Samuel Fagemo,F,8,SHF,MINOR,0.5,0.5
Tyler Pitlick,F,8,UFA,0,0,0.5
Xavier Bourgault,F,8,GVR,MINOR,0.5,0.5
Andreas Englund,D,7,UFA,0,0,0.5
Bobby McMann,F,7,UFA,0,0,0.5
Dylan Coghlan,D,7,UFA,0,0,0.5
Fabian Lysell,F,7,LGN,MINOR,0.5,0.5
Jiri Kulich,F,7,ENT,0,0,0.5
Kurtis MacDermid,D,7,UFA,0,0,0.5
Kyle Burroughs,D,7,UFA,0,0,0.5
Mathias Emilio Pettersen,F,7,UFA,0,0,0.5
Mavrik Bourque,F,7,VPP,MINOR,0.5,0.5
Nicholas Abruzzese,F,7,UFA,0,0,0.5
Olen Zellweger,D,7,ZSK,MINOR,0.5,0.5
Ryan Carpenter,F,7,UFA,0,0,0.5
Tim Berni,D,7,UFA,0,0,0.5
Travis Dermott,D,7,UFA,0,0,0.5
Urho Vaakanainen,D,7,UFA,0,0,0.5
Ville Heinola,D,7,ZSK,START,0.5,0.5
Will Cuylle,F,7,ENT,0,0,0.5
Brett Leason,F,6,UFA,0,0,0.5
Dmitri Voronkov,F,6,UFA,0,0,0.5
Drew Helleson,D,6,ENT,0,0,0.5
Jack Johnson,D,6,UFA,0,0,0.5
Jake Leschyshyn,F,6,UFA,0,0,0.5
Jiri Patera,G,6,UFA,0,0,0.5
Jonas Rondbjerg,F,6,UFA,0,0,0.5
Kyle Capobianco,D,6,UFA,0,0,0.5
Logan Stankoven,F,6,LGN,MINOR,0.6,0.5
Lukas Dostal,G,6,ZSK,MINOR,0.5,0.5
Mads Sogaard,G,6,UFA,0,0,0.5
Matt Irwin,D,6,UFA,0,0,0.5
Matt Murray,G,6,UFA,0,0,0.5
Matthew Highmore,F,6,UFA,0,0,0.5
Phillip Di Giuseppe,F,6,UFA,0,0,0.5
Reilly Walsh,D,6,UFA,0,0,0.5
Robert Bortuzzo,D,6,UFA,0,0,0.5
Zach Bogosian,D,6,UFA,0,0,0.5
Ben Harpur,D,5,UFA,0,0,0.5
Brendan Brisson,F,5,BOT,MINOR,0.5,0.5
Brendan Smith,D,5,UFA,0,0,0.5
Chad Ruhwedel,D,5,UFA,0,0,0.5
Chris Tierney,F,5,UFA,0,0,0.5
Christian Wolanin,D,5,UFA,0,0,0.5
Connor Mackey,D,5,UFA,0,0,0.5
Drake Caggiula,F,5,UFA,0,0,0.5
Gabriel Landeskog,F,5,GVR,MINOR,5.2,0.5
James Hamblin,F,5,UFA,0,0,0.5
Jansen Harkins,F,5,UFA,0,0,0.5
Jaycob Megna,D,5,UFA,0,0,0.5
Leo Carlsson,F,5,ENT,0,0,0.5
Nikita Nesterenko,F,5,ENT,0,0,0.5
Pavol Regenda,F,5,UFA,0,0,0.5
Riley Stillman,D,5,UFA,0,0,0.5
Ruslan Iskhakov,F,5,UFA,0,0,0.5
Sammy Walker,F,5,UFA,0,0,0.5
Vasiliy Ponomarev,F,5,ENT,0,0,0.5
Alec Regula,D,4,UFA,0,0,0.5
Alex Lyon,G,4,UFA,0,0,0.5
Alex Turcotte,F,4,GVR,MINOR,0.8,0.5
Arturs Silovs,G,4,ENT,0,0,0.5
Austin Czarnik,F,4,UFA,0,0,0.5
Brayden Pachal,D,4,UFA,0,0,0.5
Casey DeSmith,G,4,UFA,0,0,0.5
Chris Driedger,G,4,UFA,0,0,0.5
Clay Stevenson,G,4,UFA,0,0,0.5
Collin Delia,G,4,UFA,0,0,0.5
Colton White,D,4,UFA,0,0,0.5
Dryden Hunt,F,4,UFA,0,0,0.5
Givani Smith,F,4,UFA,0,0,0.5
Ivan Prosvetov,G,4,UFA,0,0,0.5
Jackson Lacombe,D,4,ENT,0,0,0.5
Justus Annunen,G,4,LPT,MINOR,0.5,0.5
Kale Clague,D,4,UFA,0,0,0.5
Magnus Chrona,G,4,UFA,0,0,0.5
Marc McLaughlin,F,4,UFA,0,0,0.5
Markus Niemelainen,D,4,UFA,0,0,0.5
Matt Luff,F,4,UFA,0,0,0.5
Nico Daws,G,4,UFA,0,0,0.5
Radim Zohorna,F,4,UFA,0,0,0.5
Riley Damiani,F,4,UFA,0,0,0.5
Ronnie Attard,D,4,GVR,MINOR,0.5,0.5
Trey Fix-Wolansky,F,4,UFA,0,0,0.5
Vincent Iorio,D,4,ENT,0,0,0.5
Will Butcher,D,4,UFA,0,0,0.5
William Dufour,F,4,ENT,0,0,0.5
William Lockwood,F,4,UFA,0,0,0.5
Yaroslav Askarov,G,4,GVR,MINOR,0.8,0.5
Casey Fitzgerald,D,3,UFA,0,0,0.5
Emil Andrae,D,3,ENT,0,0,0.5
Graeme Clarke,F,3,ENT,0,0,0.5
Haydn Fleury,D,3,UFA,0,0,0.5
Ivan Miroshnichenko,F,3,ENT,0,0,0.5
Jamieson Rees,F,3,ENT,0,0,0.5
Jasper Weatherby,F,3,UFA,0,0,0.5
Joe Snively,F,3,UFA,0,0,0.5
John Leonard,F,3,UFA,0,0,0.5
Kaedan Korczak,D,3,UFA,0,0,0.5
Kevin Korchinski,D,3,GVR,MINOR,0.5,0.5
Kristian Reichel,F,3,UFA,0,0,0.5
Lane Pederson,F,3,UFA,0,0,0.5
Lucas Carlsson,D,3,UFA,0,0,0.5
Matej Blumel,F,3,UFA,0,0,0.5
Michael McCarron,F,3,UFA,0,0,0.5
Nathan Smith,F,3,UFA,0,0,0.5
Nic Petan,F,3,UFA,0,0,0.5
Noah Juulsen,D,3,UFA,0,0,0.5
Otto Koivula,F,3,UFA,0,0,0.5
Ryan O`Rourke,D,3,ENT,0,0,0.5
Zach Dean,F,3,ENT,0,0,0.5
Aatu Raty,F,2,VPP,MINOR,0.6,0.5
Akito Hirose,D,2,UFA,0,0,0.5
Cale Fleury,D,2,UFA,0,0,0.5
Felix Sandstrom,G,2,UFA,0,0,0.5
Helge Grans,D,2,ENT,0,0,0.5
Hendrix Lapierre,F,2,SRL,MINOR,0.5,0.5
Jacob Larsson,D,2,UFA,0,0,0.5
Jakub Dobes,G,2,ENT,0,0,0.5
Jesper Wallstedt,G,2,SRL,MINOR,0.5,0.5
Joel Hanley,D,2,UFA,0,0,0.5
Lucas Edmonds,F,2,ENT,0,0,0.5
Matt Kiersted,D,2,UFA,0,0,0.5
Mike Hardman,F,2,UFA,0,0,0.5
Mikhail Maltsev,F,2,UFA,0,0,0.5
Radim Simek,D,2,UFA,0,0,0.5
Ross Johnston,F,2,UFA,0,0,0.5
Stanislav Svozil,D,2,ENT,0,0,0.5
Vladislav Kolyachonok,D,2,UFA,0,0,0.5
Zach Sanford,F,2,UFA,0,0,0.5
Danila Klimovich,F,1,ENT,0,0,0.5
Dysin Mayo,D,1,UFA,0,0,0.5
Kevin Rooney,F,1,UFA,0,0,0.5
Marco Kasper,F,1,SRL,MINOR,0.5,0.5
Mark Friedman,D,1,UFA,0,0,0.5
Sam Poulin,F,1,BOT,MINOR,0.5,0.5
Topi Niemela,D,1,LPT,MINOR,0.5,0.5
Victor Mete,D,1,UFA,0,0,0.5
Alex Formenton,F,0,UFA,0,0,0.5
Cayden Primeau,G,0,LPT,MINOR,0.5,0.5
Colin White,F,0,UFA,0,0,0.5
Jesse Puljujarvi,F,0,UFA,0,0,0.5
Kieffer Bellows,F,0,UFA,0,0,0.5
Nolan Patrick,F,0,JHN,MINOR,0.9,0.5
Robin Lehner,G,0,UFA,0,0,0.5
Ryan Merkley,D,0,BOT,MINOR,0.5,0.5
Tucker Poolman,D,0,UFA,0,0,0.5
